,电影名称,评论人,星级,评论时间,题目,评论内容,有用,没用,回应,地理位置,情绪
57,变形金刚3的影评 (1590),Nica,3,2011-07-23 02:22:13,细节比主线有意思太多,这篇影评可能有剧透                        就总的来说剧情冗长，很多地方感觉就是为了特技而拍，比如一堆人跑上那个玻璃幕墙的大楼准备远程狙击pillars然后大楼突然就倾斜了然后一堆人就到处纠结地滚来滚去兼女主尖叫。  不过嘛，还是些好玩的小细节  1.林肯像就这样被Megatron干脆地捣毁了我的偶像林肯大人啊...芝加哥...                     ,5.0,,8回应,"Amsterdam, Netherlands",0.9572926159685098
58,变形金刚3的影评 (1590),Jean,3,2011-07-23 02:22:13,变形金刚3中的阴谋阳谋 （含严重剧透）,这篇影评可能有剧透                        以下涉及剧透，没看过请勿入。  在美国看的，可能剧情会有疏漏，不过八九不离十。我个人比较喜欢看阴谋片，有陷阱设计，然后慢慢被揭破出来。  在之前，Optimus以为Sentinel Prime 和the Ark 都已经被毁灭了在他们的the Cybertronian War的早期。但在《变形金刚3》中，Optimus...                     ,4.0,,3回应,"New York City, United States",0.996405283706597
59,变形金刚3的影评 (1590),花痴袭人,3,2011-07-23 02:22:13,爱打架的男生,对于《变形金刚3》的剧情、人物塑造、戏剧张力、表演什么的，真的没必要讨论。人家根本志不在此。上述几个环节的无脑，是因为所有的创作力都放在造型、打斗、动作、场面、声效等技术方面了。3D的效果很不错，虽然有些动作场面还是有点模糊，不过空间感相当迷人。     变形金刚...                     ,5.0,2.0,3回应,Singapore,0.8547574486924945
60,变形金刚3的影评 (1590),汪杨,3,2011-07-27 13:46:33,变形金刚3是一部文革巨片,变形金刚3是一部文革题材的巨作  擎天柱就是一个文盲的代表，典型的流氓无产阶级，造反派，怀着对学校体制的深仇大恨，高举自由革命红宝书的红卫兵头子。  威震天就是个保皇派软蛋，典型的西门庆式的小白脸，被造反派破了相就自暴自弃，企图借助老干部办大事，反而遭到老同志利...                     ,3.0,,6回应,北京,0.7144988262709631
61,变形金刚3的影评 (1590),安德烈大叔,3,2011-07-27 13:46:33,《变形金刚3》：过把瘾就死了,暑期档轰轰烈烈的来了，变形金刚们作为第一波劫财主力浩浩荡荡的闯入世界各地院线，引爆整个暑期档票房大战，从目前的趋势来看，《变形金刚3》无疑是赚的盆满钵满，给尾随而来的哈利波特系列收山之作送去了巨大的鸭梨，贝式特色的爆炸集锦再一次顶立于电影票房榜首，...                     ,4.0,,0回应,北京,0.7949684372502582
62,变形金刚3的影评 (1590),花轮君,3,2011-07-27 13:46:33,梅根你还是快回来吧,这篇影评可能有剧透                        事实证明，3个小时的机械战争主旋律片对于文青是一种折磨。 尤其是对于我这种从小有着打戏快进的好习惯的文青，这片子的内容完全可以缩在10分钟啊： 霸天虎反攻地球， 小山姆保护女友， 女友被内奸包养， 御天敌跳反未果， 能量柱复制星球失败， 霸天虎内讧， 小俩口拯救地球。...                     ,4.0,,0回应,浙江宁波,0.6302299909539802
63,变形金刚3的影评 (1590),sissi,3,2011-07-27 13:46:33,高跟鞋的救赎（少量剧透）,花了两个半小时在电影院坐得腰酸背痛。一开局大家带3D眼镜开始放映那会儿，我隔壁和他女朋友一个劲疑惑，“咦，这是3D么，我怎么没感觉？”好吧，也许是位置问题3D感弱不弱我们姑且不讨论了。只是一开始女主美腿就秀出来了接着是纤腰再是傲挺的胸脯，我弱弱地扶...                     ,4.0,,1回应,,0.9995314965792919
64,变形金刚3的影评 (1590),1997,3,2011-07-27 13:46:33,变3,3D效果好的显眼、新女主凸凹有致长短相宜、狂博两派不遗余力……商业片，还免不了被吐槽。  情节不出彩，主角于枪林弹雨中顽强的活到最后、博派胜狂、正义与自由压倒邪恶与奴役、最终拯救地球赢得美人归并给全场观众献上深深一吻…… 所有的这些都和你去电影院路上时的想的一样...                     ,4.0,,2回应,,0.46519493588784366
65,变形金刚3的影评 (1590),傻傻,3,2011-07-27 13:46:33,汽车人！开启无敌模式！,肯定是我什么地方弄错了！选择看中国区的首映！大半夜就应该找些温情电影调节气氛促进睡眠，但你也可以说，找这样一部大场面的电影来引爆你的肾上腺。但是拜托，以后眼力劲要好一些啊！  导演也真是偷懒，第一部的时候梅根小姐到了结尾才秀了一段美臀，第二部中场出现，到了第...                     ,3.0,,7回应,浙江杭州,0.8930581016187689
66,变形金刚3的影评 (1590),耗2,3,2011-07-27 13:46:33,所有角色都是大花瓶，真正击中你的G点的是……！,剧情整个弱掉，如果不是长时间的机器打斗轰鸣，很容易走神睡觉或者发微博。（事实上我就边看边发了几条微博） 故事抓不住人，擎天柱和所有汽车人都沦为花瓶，可爱的大黄蜂戏份少少少，最后有一点惊喜但也亮不了全片。威震天出场加起来不到5分钟，御天敌造型难看死了，震荡波变...                     ,2.0,,3回应,重庆,0.8402769896861615
67,变形金刚3的影评 (1590),护舒宝,3,2011-07-27 13:46:33,"虽然认真我就输了,还是要说一下","这篇影评可能有剧透                        今天去看的,胃口被你们掉的太高,期望太高导致有点失望. 我必须要说,这个片子讲究的是音效和视觉效果,必须去电影院看,当然剧情有点蛋疼,但是对这个片子认真我就输了.所以随便扯点不足的地方. 国际惯例我要说有剧透,但是你们还是会看完的对不对?  imax和3D效果不错,是挺有无限的...                     ",2.0,,0回应,河南郑州,0.7290577205954814
68,变形金刚3的影评 (1590),Miss_Tsai,3,2011-07-27 13:46:33,冒着大雨去看了首映，回来当然要得瑟一下!,这不是影评，纯属显摆。 今天真是邪了门儿了。昨天发现村儿里的电影院居然28号晚上7:45就提前公映变形金刚3，带上时差，如果伦敦守时的话，说不定我们就是最早能看到公映的同学。这么可以显摆的事情，当然不能错过，遂决定傍晚集体直奔电影院。 本来村儿里在20度了连续三个月之...                     ,4.0,,9回应,"Bruxelles (Brussel), Belgium",0.8429096997555863
69,变形金刚3的影评 (1590),夏叠,3,2011-07-27 13:46:33,抱歉，你已经成年了,对于一个志在混进好莱坞的年轻电影系学生，迈克尔贝告诉你第一课就是——“好的预告片是成功的全部。”  即使少了世界第一性感美女梅根福克斯的身材秀，《变形金刚3》的预告片仍然画面劲爆，引人入胜。又是登月阴谋，又是机器人群殴，最后干脆来一段新型霸天虎强拆摩天大楼，各...                     ,4.0,1.0,3回应,浙江衢州,0.45386404015763515
70,变形金刚3的影评 (1590),二脖子,3,2011-07-27 13:46:33,关于很多人诟病的植入广告喷几句~,片子不说了，个人各看法，反正作为80后头上的，我是带着情结来看的。下面喷喷很多人诟病的广告植入~  不知道为什么总有一批人对迈克尔贝制造的视觉奇观、视听盛宴避而不谈，却把目光聚焦在鸡毛蒜皮的广告植入上。说实话，变三的广告植入我只看出了各种品牌的汽车、爱马仕包、舒...                     ,2.0,,0回应,北京,0.3012158646763434
71,变形金刚3的影评 (1590),乱山四倚,3,2011-07-27 13:46:33,我只要場面，場面,其實從看電影這一點上，就可以看出我的俗不可耐，我對電影往往只有一個要求，就是場面、場面、場面。所以，2011年，我個人之前最喜歡的電影是《速度與激情》5，林詣彬拍出前幾部還算是不錯的系列（當然不全是他導的）之後，終於開竅了，知道用這些用那些都打動不了人，干脆直接...                     ,2.0,2.0,0回应,Singapore,0.3987380943098525
72,变形金刚3的影评 (1590),落花流水,3,2011-07-27 13:46:33,变3 观后感,这篇影评可能有剧透                              本来对于这种血脉喷张的战斗片没有那么多的兴趣，实在是因为很想看看舒化奶那句台词，就坐在电影院里看场3D的变3。       开头还不错，大战打的轰轰烈烈的，算是交代故事背景吧，也吊一下观众的胃口。之后出现的女主角镜头，网上诟病的已经很多了，在这儿就不提了。     ...                     ,3.0,,2回应,陕西西安,0.77105829479686
73,变形金刚3的影评 (1590),四石小子,3,2011-07-27 13:46:33,变三——男默女泪双双入睡。（严重剧透，不喜误入）,这篇影评可能有剧透                        本文纯属扯肚子，所以一定有错误，有错误概不负责。 在1969年美国航空局发现有不明飞行物坠落月球，上报给尼克松总统后，尼克松决定启动登月计划 。当美国千辛万苦等上月球后，原本的现场直播由于信号中断而停止。其实宇航员去探索飞行船也就是后来的方舟号。 来到2011年，在一...                     ,3.0,,1回应,,0.418077179511109
74,变形金刚3的影评 (1590),亦树,3,2011-07-27 13:46:33,需要理由吗？,谢天谢地这是迈克尔·贝最后一部[变形金刚]，再拍下去擎天柱和霸天虎就要为还有啥理由再干架下去而犯难了。虽然这不是它俩考虑的范畴，实际上这也不是迈克尔·贝需要担的心思，丫只要安排好在电影掀翻几辆汽车、击爆几架飞机、弄塌几座大厦就好了，这么说吧迈克尔·贝制造...                     ,3.0,,0回应,上海,0.2971014492753621
75,变形金刚3的影评 (1590),陌闻,3,2011-07-27 13:46:33,守护自己的变形金刚,由于我出生较晚，错过了动画版《变形金刚》，在之后也只是浮光掠影的看过几集。美国科幻动画剧情其实大都一个类型：外星人毁灭地球啦、邪恶势力独裁地球啦...有超能力的又来拯救地球...反正地球就是死不了...你在怎么渲染外星人的强大总之地球还是死不了...地球人总有靠山来...                     ,3.0,,1回应,,0.9732668463256012
76,变形金刚3的影评 (1590),海贼猎人索隆,3,2011-07-27 13:46:33,可以侮辱观众智商 但请不要侮辱变形金刚,这篇影评可能有剧透                        从开头广电的金龙飞出到片尾字幕 相当完整的观赏完这部变形金刚3之后 真TMD想用手里的3D眼镜把导演和编剧砸死  情节弱智到死 笑料低俗 BUG无数 我国品牌在片中十分威武  但不要紧 这些都不是主要看点 爷是来看变形金刚的 看汽车人大战霸天虎的 看热血打斗场面的  但是导演把变...                     ,3.0,,3回应,,0.5661839527523347
77,变形金刚3的影评 (1590),哈瑞斯,3,2011-07-27 13:46:33,邪恶的世界观,这篇影评可能有剧透                        如果从机器人的角度来看这个故事，大概是这个样子: 擎天柱和他的团队在自己的星球面临毁灭之际，幸运的逃了出来，来到了喜庆祥和，一片生机盎然的地球，打算过上舒服安逸的世外桃源生活。与此同时，赛博坦星球原CEO+CTO御天敌大叔，一位有着强大的民族使命感的大叔，也就是擎天...                     ,3.0,,2回应,北京,0.9729817270377529
78,变形金刚3的影评 (1590),死灵,3,2011-07-27 13:46:33,到底是谁背叛了谁？,当电影看到男女猪脚抱在一起时，我起身离开，脱口而出的第一个词就是Disappointment ~是的，就算是在时隔48小时后的现在，我的内心对于变3的第一反应仍然是----失望。     不再做剧透咯，这部影片是迈克尔贝（以后简称MB）假借金刚之名写的关于人类的影片。站在人类立场...                     ,3.0,,0回应,,0.751941869645205
